processed_reviews,sentiment
pick black friday seem like parent control would make good kid sold sideload googl play store cant access anyth download safeti child account addit practic useless,0
got black friday earli christma gift good buy pretti good tablet,1
echo work well easi setup function advertis good respons react well voicesgood devic,1
thorough enjoy product realli great best ever build compani,1
good search web email good game app bit disappoint dont access app thru googl video play,1
daughter hasnt put sinc christma love easi oper shes easi set win win parent child,1
didnt realiz cant even put youtub similar app ugh return product get differ one,0
love kindl screen look voyag eye couldnt imagin travel without,1
amazon fire around great product great price littl expens compar fire stick well worth price differ fire offer compabl also seem littl faster allow watch paid subscript one place netflix hulu even amazon prime without use would recommend product anyon paid subscript work well let view one place,1
better read phone tradit tablet,1
nice amazon fire tablet butth camera clear enough megapixel amazon fire slow wedsit app take forev download think return best buy buy good tablet lenovo samsung galaxyi gave zero rate star,0
good hate never buy suck done,0
wish camera qualiti better,0
bought amazon kid fire tablet two grandson christma includ purchas akf tablet one year subscript kid free timei call email inquir registr process order daughter activ begin use free one year subscript kid free time still resolutionupon tri regist tablet credit card use purchas requir understand credit card need submit order obtainactiv servic includ alreadi prepaid purchasei wait respons sinc christmastherefor time would give star rate due lack custom servic avail product hope get issu resolv would still recommend friend,0
amazon fire sinc decemb alreadi quit charg,0
never buy amazon tablet game dosent googl play game take forev download,0
wast money,0
slow return mine someth differ suggest,0
tablet work well slim design perfect high recommend purchas tablet,1
amazon fire box fox week broke,0
alexa nice addit home devic origin thought would use play music find use everi day check weather traffic work chang temp nest news check local hour various storesth list goe pleas purchas,1
unabl get googl doc one even though sale person said would abl granddaught need school allow get googl doc,0
alexa make super easi hear favorit song simpli ask need sort long play list look want,1
work great seem everyth advertis person believ work best user kink said user know proper command proper hookupappl necessari account get past learn curv sky limit,1
bought birthday gift week parti remov packag turn imag crack like screen broken screen broken best buy wash hand said call amazon week worth call get replac best buy lost custom buy make open pay verifi work,0
stay away certifi refurbish amazon fire receiv two certifi refurbish defect fire tvs first screen look half corrupt see pictur second certifi refurbish amazon fire receiv would boot stuck infinit loop would see amazon logo second would boot againif anyth amazon need revisit refurbish process qualiti control refurbish product let get consum handsupd purchas new fire sale issu far happi,0
bought tablet use retir use desktop whole life tri appl ipad want spend money desktop home work fine limit use use googl surf internet wait someth away home etc keep entertain,1
love alexa play music command keep shop list give weather report etc everi day learn love,1
bought kindl paperwhit wife kindl like read night paperwhit light read anytim realli love,1
great kid receiv one last month christma age gave most read love yes younger two game watch show well time catch read thought ad would bug appear initi turn devic that one said thing good screen qualiti purchas card tablet storag,1
purchas son kindl fire plug get messag charg slow bought oem fast charger exact reason fast even slower parti,0
work better expedit speaker amaz size,1
fun speaker nice siri howev,1
realli love back light paperwhit upgrad old kindl keyboard light case love backlight built consid voyag get page press featur happi touch screen,1
recommend one slow end return product,0
bought item famili christma gift gave earli children absolut love perfect wife ive share experi friend theyv bought,1
replac son year old comput love appl product,1
accident crack screen first day voyag close rock chair neither best buy amazon would anyth help well amazon offer purchas paperwhit wasnt someth want stuck broken voyag happi custom realiz fault thought someth minim loss keep busi,0
kindl lastim move someth betterfor follow packag insert guidelinesthey last year,0
everyth read bit confus echo control low behold alexa servic built echo control amazon fire sole reason bought well also hope hbo would surround sound cours didnt theyr fault reason return immedi sinc neither work made devic complet redund chromecast,0
ipadsamsug tablet love fire wave better,1
product work well use kodi work great,1
love echo great sound hear command around hous easi use set took time overal great,1
got echo birthday present use everyday kid love play game well,1
best product use mani thing easi tool around,1
love sold appl tvs includ generat,1
boy age absolut love tablet couldnt happier satisfi price,1
starbecaus work time stop workingreturn next daymi husband nexus charger belkin charger got replac charger great job charg kindl fire hdx,0
habe echo bought one fort son room user friend wish wouldv bought one,0
look someth inexpens kid christma oneeasi oper good qualiti size kid adult,1
kindl voyag improv paper white lightweight compact easi use,1
product signific improv previous own first generat kindl first generat fire resolut better programm featur numer respons quicker,1
purchas item smart slow year old tire use game consol andor phone stream content solv problem fire fast ton content,1
bought two model add previous model set hous new unit freez minut state connect speed isnt fast enough watch old documentari prime account cycl power get work freez old model work flawless ill return,0
amazon fire good tablet like ebook also nice get sixmonth subscript washington post claim gigabyt storag mislead give want charg amount money paid tablet unlimit storag anoth problem cant flag someth inappropri like samsung galaxi tablet,0
slow tube dont work sometim abl download book amazon prime,0
expens speaker voic recognit work well skill set extem limit even though amazon claim,0
download movi son watch audio terribl could bare hear return,0
purchas grandson love especi frontrear camera,1
clunki full ad kid use game wouldnt use,0
echo expect sound carful name end call,1
item good use kid,0
work great awhil wouldnt unlock enter pin screen would black took geek squad luckili bought protect plan told dont fix replac got anoth one one exact thing end return one,0
good produ servic defint refer freind,0
bought tablet black friday went home test slow worth money,0
prob good price mani bug freez often game dont alway load,0
purchas item recommend mani exist owner howev got home attempt set devic frustrat instructionsfaq help echo could find nest thermostat could find half hue light argu fought alexa minut final start pick light comlet reconfigur thermostat could see would work found light would turn would chang color bright level run softwar compani work comput whole life quirki would recommend item get googl home,0
purchas tablet ear old sinc kidfriend tablet limit someth chang regard port charger littl area small bar keep bend point month later broke cours warranti end tablet buy black friday buck less price year long tablet send someon els sent back merefurbish disappoint,0
low cost what like care whathow much load limit memori excel entertain tool especi power prime screen movi display excel recommend glass screen protector help great manag finger smudg setup use wallet,1
first time use page kept freez didnt respond touch command turn back daili tri get replac told longer pay newer model bought gift far work didnt,0
ive want fire sinc origin came read question review kindl basic stuff noth seem realli discourag realli dont know experi unless tri got began prime free trial shock wake morn find charg full year prime one day trial suppos end email contact interest charg card without warn imagin upset amazon tablet self slight basic front face camera slight better outward one alexa featur kinda nice fun talk also sync echo devic well buy teenag young adult set parent control password keep unauthor perchu think tablet great recent experi rate star ultim go make mind decid go purchas devic decid right good luck decis,0
charg usb comput take,0
suppli amazon bluetooth remot control pair back main unit second one bought issu repair remot quit simpl per instruct avail use android remot usb dongl oper unit go batteri like crazi tri get pair back three inch main unit,0
tablet perfect need most onlin book,1
put full amp power allow faster charg power suppli,1
recommend everi day great custom servic also fast ship,1
bluetooth inaccess connect wifi devic chargeabl henc portabl,0
function devic take time make alexa smarter unfortun need power wall adapt cant take room room,1
tabletdec size screen graphic hope could mirror phone doesnt miracast,0
purchas good easi set use clear screen easi charg would like storag,1
sever kindl version daughter bought birthday love read sever seri doesnt carri bag full bulki book trip use light read night store mani book small space want reread book simpli account download kindl batteri last long time take school read time took mine week trip galapago use airport flight sever time everi day sinc internet ship took littl space weight restrict baggag limit didnt recharg also much easier hold big book,1
kind problem regist get work custom servic best buy amazon internet provid tri help avail,0
easi use navig perfect size carri purs still good size screen watch movi,1
work perfect new kindel,1
realli good describ good price,1
bought tablet inexpens price qualiti meant portal abl purchas product amazon servic realli highqual product,1
thing last even month went dead go tri take back,0
easi set meet need abl access spectrum app,0
unlik kindl generat requir extern light read paperwhit use dark,1
purchas echo vivint system sale person push product state would enhanc vivint capabl realli soit nice gadget music put togeth shop list todo list realli someth need addit enough app work,0
tablet conk first day power amazon symbol came never went past screen high annoy purchas first send countri biggest mistak trust everyth would work fine instead shouldv power devic ensur everyth fine,0
perfect tablet avid reader great function light blue light filter safeguard circadian rhythm troubl fall asleep expos light typic tablet easi use fit perfect hand heavi one hand use,1
sold craigslist day bought itwhat tell,0
ran multipl differ type game cant handl,0
bought tablet kid amaz alway tube,1
would great deal due good price better entri level android tablet imposs play music googl play amazon that sinc busi make cleat wast time buy return sad short budget dont care attach amazon tablet,0
bought littl guy tablet could repossess ipad love free time app couldv imagin wouldnt play netflix money tablet still dont ipad back yes call amazon numer time work fix next time use dont work fix take sever minut forc stop app clear cach hard restart wait restart netflix sometim numer time work work,0
bought colleg textbook took back didnt work particular devic,0
alexa echo great devic pretti easi use conveni,1
bought wife swore would never give paperback book use one time perfect size fit purs trip,1
tablet work well big name one half price,1
concern sync phone echo difficulti load music deal breaker mayb oper error,0
hard use lot ad random close app,0
purchas kindl fire ten month ago daughter three week got stolen amazon work polic depart find person taken amazon first put hold person account shut kindl fire wouldnt work amazon subpoena amazon gave polic inform thief regist daughter kindl fire polic abl recov get back sinc time purchas addit kindl fire recent kindl fire use like ipad fraction cost number free book app avail unmatch competitor oldest kindl fire ten month old stop charg contact amazon via live chat immedi said would send replac kindl fire would also email print label free ship return defect one custom servic incred kindl fire amaz internet fast connect perfect wifi graphic clear sharp book app offer endless teenag listen pandora constant alway read husband check sport score young son alway play game app protect klearkas protector found wellmad qualiti devic wouldnt hesit recommend kindl fire anyon friend famili,0
work well expect,1
use day screen froze timesth kindl wont switch restart time sometim restart wont help clear defect brought bestbuy store exchang custum servic wont replac ask look kindl shelf none said could give store credit would line checkout order new one sinc got mine discount pay price differ ridicul wouldnt order replac defect product unless pay got refund end even though like product otherwis would much prefer exchang guess purchas discount protect,0
bought father law tech savvi free may day featur best part dont get call tech support time,1
screen easi read even beach love abl download new book time,1
great price great tablet black friday,1
wish optic audio like previous model that lose star general cool devic stream movi etc,1
great valu price kid love compact travel well,1
work great free amazon media moviesmus ap great,1
nice size there googl play store cant use googl chrome cast watch movi tablet without googl play store disadvantag,0
got tablet high expect given amazon howev disappoint mani way returnedfirst despit small screen size heavi heavi use book reader bedth deal breaker there way connect vpn use regular android set option deactiv accord tech support avail yet come surpris still accord none new amazon tabl sale support appar amazon doesnt believ open wifi coffe shop supermarket airport offer data secur risk tablet userson top amazon version googl play store reduc number app one interest availableand cherri top min small usag still tri find way connect vpn screen frozen tablet becam unresponsivetoo bad realli want like,0
thought would good idea buy children spoke associ best buy explain want small children could play youtub told would work food well case ever get tube kid even use initi tri,0
devic read listen audiobook via overdr app wouldnt recommend though realli wait buy kindl year would suggest research buy devic,0
use kindl fire love light read dark hard navig gift would never purchas,0
tablet gift nephew great gift use get internet work well use,1
year old son gen kindl fire weve happi most play game plan purchas movi book futur year old want one purchas gen kindl fire save allow birthday money whole year purchas one day announcedwev day still great product disappoint find receiv devic generat fire come without wall charger first gen fire whole mess ad load onto year old cant read well yet couldnt figur get rid ad constant yell come help also ad featur matur theme ad sexi prime time show exampl would want expos young child toto purchas wall charger cost extra cost ad turn kindl fire thought get plus whole bunch time wast tri figur turn ad wait wall charger arrivei normal huge amazon fan one leav bad tast mouth would given devic star extra expens hassl take coupl starsupd oct interest mani folk taken review opportun comment parent skill sure folk well intent sarcasm dont recal ask parent advic mani said ridicul buy eread child cant readread,0
hesit buy eread didnt think spend devic would need spend book worth use paperwhit plenti free book avail download easi read everi light condit ive use far wish would bought much sooner,1
look get inexpens tablet ran android amazon fire tablet much better valu similar product happi tablet durabl qualiti far would recommend anyon look lowerend tablet,1
thought would pretti cool gadget impress poor voic recognit,0
perfect want read book anytim anywher great batteri life,1
love lookfeel light devic,1
adaptor doesnt work mayb someth wrong instruct look pretti simpl simpli doesnt work,0
easi work thing dont like cord plug good like cord,1
great product age stream littl mainten setup,1
casual user ondemand content devic tri smart tvs brand smart dvdbluray player appl wdtv htpc chromecast mani compet product mentionfor stream content box realli two option simpl use box doesnt requir addit item tweakingbr first appl easi use interfac appl limit content get great includ prime stream built lack lot featur well slow reason select appl appl product unlock featur like amazon contentbr second option could consid rokuwhich realli mean roku box sinc head tail better past roku box term remot speed roku stand content featur box roku reason see address roku often reviewbr ad quick summari option make sure everyon know option therebr wdtv great stream content user friendlybr chromecast cheap requir item use remot includ limit channel accord site content broadcast via chrome browser qualiti level allow brows internet amaz cost nich market firetvrokuappl live short come worth look price devicesread,0
previous kindl second kindl year love form factor miss physic button page turn glitch softwar though use english interfac occasion would like translat word tradit chines howev seem tradit chines charact display correct becom small box simplifi chines charact display correct though,0
wasnt realli impress oper system hope android style much,0
bought four tablet two need return soon nephew turn problem screen almost complet white black corner cant see anyth ive check set citi tablet smh disappoint,0
old guy troubl tri get unit run decid realli return past return date back box wait find time tri one time put ebay,0
thought wed ton fun alexa found stretch use product mayb that amazon put steadi stream here what new alexa email lot revolv around buy stuff amazon,0
way expens,0
tablet troubl beg kept restart reboot return,0
want small tablet read news watch video amazon prime figur realli cheap well believ get pay fire tablet froze one thing open disappoint also slow rotat screen ugh return,0
ive bought replac charg wire one micro mail end insert fire charg one two use wire becom loos fall definit wont stay put charg anyon els problem what solut would recommend,0
box fast doesnt buffer,1
freez frequent way troubl shoot repair,0
love tablet great indoor read well outdoor back light make ideal indoor space well lit,1
yes get ad lockscreen fire improv much make shortcom great tablet price,1
resolut contrast good comfort read book devic price would say good read devic,1
tablet work great batteri charg problem provid charg cabl connector seat well tablet micro usb port solid electr connect therefor time tablet sit useless dead batteri,0
purchas read book onlin also check local librari take littl get use also older ipad use seem pretti easi,1
work take anyth price good enough kid,0
bought niec use ebook better store ton book case,1
son origin kindl fire great simpl use final bit dust bought new one made way complic go back power button wont turn notif box wont stay screen app wont run keep load,0
bought tablet thanksgiv tablet slow app doesnt respond proper tri updat wifi see resolv issu didnt work toocommon app like gmail facebook messeng browser relat die frequent sometim doesnt even boot also come android feel land desert app landa good tablet kid adult cant reli,0
first got great stop charg wouldnt turn back,0
product conveni read electron book price nice good product,1
hope googl experi isnt yet lot question cant answer hope expect get better music player nice featur use frequent,0
seem fine chtistma gift granddaught howev today report wouldnt turn charg today suppos two year uncondit guarante dont know take,0
good valu price though littl slow load app,0
amazon fire suck pictur camera suck blurri,0
feel come paperwhit kindl buy,0
love tablet batteri life last long time use amazon kindl fire predomin watch movi amazon prime netflix check email also carri appoint meet compact tablet big bulki playback movi great movi great littl tablet look someth watch movi check email would definit recommend tablet friend famili member,1
found inform readabl price compat,1
one purchas best buy black gray line appear across screen power got wors occur use amazon contact via chat determin someth wrong exchang replac amazon work mark yes recommend,0
bought wowwe mip robot grandson year old dont ipad iphon home thorough research els would work instal app talk best buy salesperson said app could load via app store cantkindl fire includ wowwe compat list bought brand new kindl order use app kindl earlier year wouldnt support bluetooth function need robotsabsolut fail tri everi possibl configur adult child amazon account bluetooth first first mip first first etc never work even oncealso tri full factori reset devic load app via googl play account rather amazon kindl account googl play wouldnt load app said wasnt compat kindl deviceopen ticket wowwe respons theyv experi bluetooth kindl fail app doesnt work wowwe robot admit fail yet still approv listso absolut wast money tho least boy play free game load,0
old soni eread love wasnt work well anymor decid kindl viabl replac market right look kobo also far like great screen backlight mine doesnt problem other complain,1
werent crazi idea get anoth portabl electron devic distract schoolwork grader need read much previous year paperwhit encourag read elimin clutter occur mani paperback screen perfect size light adequ function ideal,1
bought gift mom couldnt pleas enjoy,1
overpr,0
absolut noth wrong item kid get fun extrem impress prompt respons info,1
regret buy itemi never recommend anyon,0
gave amazon echo gift children holiday understand love,1
bought gift grandmoth debat basic kindl paperwhit chose kindl paperwhit love basic easi navig everyth straight forward kindl paperwhit nice backlit read dark ever outsid direct sunlight glare whatsoev size perfect hand get sore achi read paperback book look devic strict read purpos get kindl paperwhit overal grandmoth great impress product doubt first due never use product like consid get one,1
batteri troubl hold charg bought fire juli charg everi day order use impress would repurchas,0
bought kindl fire husband use neither one abl figur use everi time open advertis pop tri button remov get rotat puzzl complic use navig around return ipad much easier,0
give amaz tablet front rear face camera nice interfac fair snappi perform durabl buck imagin buy kid primari tablet techi adult meansi look great entri level tablet thing peopl want littl tablet definit deliv valu,1
understand get pay come amazon make million day allow product lineup thing tablet good collect dust opinion compani go integr androido least make user friend open basic like purchas half devic demo devic,0
nice tablet children work well gift price,0
item useless play music voic recognit unless pay amazon prime amazon music account disconnect play music manual control blue tooth connect phone pointless half question ask doesnt know answer thing shes good far time weather basic expens blue tooth speaker clock ever purchas want money back,0
product work perfect famili need,1
tri set tvs use wifi ethernet hour could never get signal total wast time,0
secondvalexa one home one beach great play music without search station,1
purchas tablet year old daughter fantast durabl user friend love free educ game movi book,1
firsttim kindl owner noth compar latest kindl dont nook dont ipad case that compar appl orang dont soni eread short simpl reviewi receiv kindl week ago havent abl put downth like kindl eink display amaz use way control simpl effect page turn speed faster thought would lightweight even attach cover amazon cover builtin light pageturn button quiet wellplac recharg time fast order book start read less second nice portabl take book travel work requir addit suitcas baggag feesth keen button close togeth laid odd lack individu number button frustrat power button bottom bad thing odd thing headphon input usual rest bottom book lap readth hope chang futur book organ put book collect actual tag still appear main list actual move mere associ look main screen like folder way display collect abil creat person screen saver ebook price though amazon littl control still titl price less hardbackpaperback counterpartsread,0
suppos backup travel type tabletit display much better bigger tabletit start fasterth touch screen accurateeven twice price would still bargain,1
load cnn travel chann even directnow month internet speed new googl wifi routeri give back regular cabl pay extra less hassl cablesatellit win,0
bought gift famili main play music amazon pleas easi set use,1
ask bestbuy employe could connect librari told yes bought kindl got home found download book librari option return kindl,0
kid love itit excel one,1
bought tablet son dont like touch screen poor qualiti hard move thing around play game prefer ipad use know ipad qualiti probabl best qualiti way frustrat return,0
say soon open tablet never ever turn upset ive follow troubleshoot step user onlin still never work fulli charg tablet tri still never turn hard time best buy return item spend hour explain situat never believ item came defect storm decid accept return gave credit iti would never buy amazon product ever piec junk bad qualiti productthank,0
past year purchas kindl fire various famili member workmanship kindl abysm two week ago kindl fire hdx short replac amazon fire devic hold charg three half hour read correct use daili basi time need charg repeat perform absolut way ever purchas devic manufactur amazon ever tell like want terribl devic perform opt amazon product need reliabl devic look manufactur option need,0
year old drop stand posit foot ground bust use warranti replac day purchas fall tablet shouldv abl handl design kid happi app definit thrill lack protect design kid,0
bought tablet year old daughter mani advertis would rather pay singl,0
well kindl lover notic although taken great care cover warp bubbl durabl within month start use kindl cover past week notic cover becom warp bubbl leather idea would caus taken great care put near sourc would done damag sunlight heat moistur anyth request replac kindl manufactur cover need homework come better product especi price paid,0
take lot time subscrib get channel want write anoth review next year got allhop,0
amazon realli nice platform tablet fantast folk spend hundr dollar appl ipad mini,1
bought order watch nbc nbc app isnt compat paperweight,0
amazon fire quick easi use believ enhanc video audio perfect combin amazon prime receiv profession advic best buy associ thank,1
bought husband christma admit use much love product even though updat newer version like someth book easi use screen easi read batteri life long use beach travel nice,0
bought spous alreadi one know expect shop around best price black avail least stock staff help,1
great phone great price latest android lollipop also intern memori,1
love kindl take everywher school work plus play game excel piec equip,1
satisfi purchas doubt alexa get answer,1
amazon echo use mani differ reason list shop list creat smart home love,1
bought tablet work app need free never would download mani tri sever hour gave took back store,0
want cheap tablet read book comic found lack app disappoint seem tabelt design make one buy book amazon buy app,0
kid love use great qualiti bought grand kid super review also free amazon year year warranti best buy,1
tablet smartphon alreadi one dont one friendsfamili give one three spare adapt ubiquitouswhil theyr exact thing worth,0
high end system appletv chromcast media player netflix like purchas fire devic thought could configur forget case fire remot control requir constant attent open back play batteri batteri cover back constant hdmi port work hdmi switch devic play well switch internet connect poor start receiv video wont load error week thought perhap wifi connect bad even though devic issu tri wire connect got error tri restart devic need help devic hot constant automat method turn usedon plus side interfac best seen media player beauti pictur screen saver configur alexia rock limit basic command amazon prime integr excel might expect beauti look devic day got fed return ill wait appletv integr hope soon,0
ad one child account screen rotat proper second third fourth child geek squad could fix problem seem manufactur issu also mani add return product,0
nice size clear random shut cant remov unwant app home screen watch videoit buffer alot lagg,0
amazon fire great way watch favorit show movi easi use best part expens,1
bought wife room sinc shes teacher need tablet expens would still work frustrat thing couldnt get work time limit overal great purchas class room,1
realli need cheap christma gift one god children,0
great serviv best buy price match great use best buy,0
receiv fire today ive tri past coupl hourssetup brainer requir updat immedi take minut action process simpleth imag qualiti movi game excel ive tri sever movi amazon prime look sound near blu ray qualiti far tellnavig straightforward general easi find anyth your look instal game app goe smooth general pretti quicklyth remot work well havent play voic search featur much yet tri work well button remot well thought prefer appl remotei one gripe far tell there way limit list movi show avail amazon prime member make inconveni find thing free watch categori limit prime popular prime kid prime want abl see what avail prime least abl see categori what avail prime sure isnt oversight suspect amazon want forc look everyth tempt buyrent thing realli want compet netflix theyll understand pay prime membership abl watch free movi conveni workaround search web search specif deviceperhap havent found way search prime avail content hope that case realli disappointedread,0
chose product fire stick hardwir internet box give great speed without buffer would recommend router modem nearbi chose product fire stick hardwir internet box give great speed without buffer would recommend router modem nearbi unit,1
play loud good base awesom item would recommend,1
fun would buy inform keep say understand question,0
like kindl much enjoy addit option provid well eas use provid abil contact famili friend vacat,1
got didnt googl plus like,0
love kindl paperwhit easili carri purs,1
honest didnt care newest version tablet far much better bit freedom older version,0
slipperi hold alway slip lot ad definit good dont like advertis,0
brought niec christma love doesnt lag anyth work fine,1
good tablet children adult howev issu port charger cabl even tablet week would barley charg took back best buy said could fox imagin port cover manufactur warranti tablet take coupl day charg realli frustrat,0
great tablet small price would buy,1
paperwhit ive purchas gift absolut love,1
high recommend even year old love like hear song taught,1
easi use even year old use daili basi watch netflix play game,1
great product work well especi enjoy voic command ethernet cord work well love app user friend,1
look inexpens tablet basic web surfingshoppingetc dont know get better deal howev found hard way fire bought replac misplac ipad mayb spoil pretti limit term app download forget googl base app mani standard app general avail android appl market place love amazon dont major issu product got price paid wont go cheap rout futur hindsight spent money get new ipad sinc use,0
main purpos take home autom next level voic control purchas echo ingrat lifx samsung smart hub use voic flawless work pretti good bleed edg challeng expect app echo appear grow hope develop continu next list would harmoni control start ingrat audio control use echo time sono appear challeng person server appear option would recommend purchas help keep communiti grow make recommend comment app use,1
seem work fine tap open mic featur best bought gift would prefer one listen tap make press mic button everi time wish communic alexa seem defeat purpos,0
yet use know need help,0
solid product great speaker anoth devic help consum media spend money alexa order stuff,1
pleas kindl fire ive use thought would primarili get read want internet access abil review edit document addit read late usual also turn fire instead desk top comput go use short time,1
bought daughter cant even use kid friend incred slow freez often seem work without wifi like suppos also suppos come year free amazon free time charg everi month requir put card number initi use keep call amazon foreign peopl cant seem figur problem dont buy,0
daughter love size portabl product ipad die use mac book school great choic read book,0
first eread ive want one awhil wasnt impress featur two recent version paperwhit releas latest version ive read book sever magazin point familiar basic function excel read text pretti straightforward magazin articl imag work well see screen format could issu complex illustr backlight good wouldnt buy eread without page flip lighten fast touch screen most quit respons minim pressur complaint see nice integr amazon leather cover close book shut buy book amazon simpl deliv via home wifi second batteri life seem endless recharg simpl includ cabl charg via wall charger accessori must purchas great devic older reader kick font size light squintfre read size small paperback book light feathermi complaint ad mild annoy aggrav pay adfre version avail book local librari remain shock limit even though devic hard new amazon librari book loan avail month fee also limit day trial period time search sever classic novel amazon local librari big fat zero across board entir read list want read catch atlas shrug youv got buy highlight clumsi use finger although ive improv time chang highlight area drag electron tab useless like flip book paperwhit take furthest page touch reopen book youv read page went forward see someth page youll return next time flip around lot youll get real mess manual bookmark solut understand buy book amazon get licens read book amazon devic get generic ebook work forev devic buy differ brand eread year youll rebuy librarydespit glad bought would recommend youd like dedic eread versus tablet,1
could find charger anywher els one work great,1
alexa month runningyou would expect alexa anwser mani mani question mayb know app answer instal app everi time say special command stupid alexa box stupid invest hour much knowledg stupid,0
year old boy broke less month even bumper guard wont power work limit storag ran space hour wifi wouldnt work explain couldnt download hand full app time doesnt matter sinc wont even turn charg,0
littl difficult inexperienc setup good price,1
pros gps accurateeasi setupcon small screendo count stair adequatelywould push notif samsung edg,0
love good sound qualiti much better amazon tap plus alexa best,1
dont like fact amazon prime use,0
want like lot ipad mini heavi carri purs time light make jump hoop get rid advertis devic buy best buy given choic spend extra dollar book put ad hold forev get someon help get devic immedi turnoff dont find pageturn handl well old origin nook nook color certain anyth like ipad mini hadnt kept long return would doesnt auto correct landscap portrat nope manual choos one go back forth stupidit part improv design realli miss mark price get full tablet less money simpli use kindl appproslight weightsmal purseback lightconscom preload adsnot easi get buy devic storepag control simplet doesnt auto turn landscap portrat set one othernot touch respons anythingdont like organ,0
easi set even easier use love free movi,1
sometim screen respons would like need daughter love,1
tablet certain good valu wifi signal drop frequent even show connect fail download data perhap glitch fix later updat say perform underwhelm backlight also serious bleed issu sign inferior design workmanship fire also none issu get pay ring true,0
kindl paper white damag fault look replac read mani review onlin expert normal user chose voyag ive satisfi particular like pressur sensit edg turn page,1
constant bombard ad turn tablet experi enjoy would recommend buy one run fire price get cheap android tablet lot,0
got wife use sew room along amazon prime music membershipth sound qualiti good qualiti bluetooth speaker fill room nice great ask music play,1
screen break way easi drop one time broke,0
bought accident meant get inch screen,0
best buy match price great match price offer vendor that alway best buy gadget need,1
perfect kid youngest son use,1
huge fan tablet arent tri spend lot money arent avid daili user easili basic necess,1
realli love tablet toddler thing kickstand may lag time way lock screen movi cant exit great tablet,1
bare content lag lot worth return,0
ad dont bother may decent devic purchas kid load much spam kept load make slow laggi plus carrasoul loadout make hard navig kid kid friend pay remov ad wont remov buy samsung better everyth,0
tough use tablet use appl product intern memori minim taken amazon program run everytim kid play game wireless connect shut due run memori would recommend tablet anyth ebook reader,0
cut cabl hope use product howev view thing without log cabl sourc collect dust guess jail broken might better,0
kid mess around good qualiti,0
smart devic keep entertain help learn new thing,1
realli like idea devic could talk nowher would answer although cell phone similar turn press button etc also gratifi abl tell devic play music quit disappoint abil alexa answer serious question jeff need pay send programm back search school mani time alexa say phrase similar dont understand question basic paid radio paid extra larger one output still differ clock radio come amazon,0
good product definit share friend,0
love kindl took one small fall feet half lcd screen broke ruin knew care first fall wood floor,0
kind thing especi skill enabl amazon,1
love echo hand free loud speaker,1
keep daughter busi lot app choic inde,1
alway gone buy kindl like book game avail found unpredict unreli color burn futon screen screen start jump result purchas year sure want time,0
think googl found annoy say amazon echo name repeat get answer get may futur may tri practic,0
got today struggl thing set pretti easi right oit box idea would access googl play store bewar much limit select app avail devic brows slow even room modem much slower phone tablet tumblr app though abl download malfunct consist probabl return get capabl tablet give anoth coupl day get use,0
tri numer media stream devic advantag disadvantag particular steamer offer solid combin hardwar app set tweek well expans option upgrad reason price obvious stream media internet also play game stream live watch content add usb andor storag expans offlin access connect usb andor bluetooth keyboardmousejoystick enhanc interact connect bluetooth headphon speaker ad listen option unless your look specif advanc featur function amazon fire provid solid overal media stream experi,1
expect tablet good enough kid play download game told product would work basic need seem like everyth download need amazon account item free everyth take forev download andor open wish could return,0
earlier model simpl use nonsens list book librari author titl big pictur tini letter lot ad,0
luckili best buy exchang kindl fire lenovo tablet courtesi eas thank best buy black friday purchas noth late januari earli februari great way busi therefor keep,0
realli isnt good tablet measur bang buck bought kill time coupl long flight didnt wear batteri phone definit wouldnt recommend use read screen resolut realli averag tough look use read comic play game screen bigger phone got want,0
echo googl home end return googl home kept echo list skill great big advantag also ces announc made clear industri least point love echo couldnt agre,1
far best kindl ever own love screen resolut devic perform reader market,1
bought present wife pleas reader,1
realli happi new kindl fact read night use read lighthigh recommend,1
purchas year old work well,1
onsal cheap good new star tablet,0
read review make decis purchas end return devic expect experi like android tablet,0
love read new voyag take everywher mebought cute book cover also would recommend anyon love read doesnt want lug around heavi book,1
sever kindl latest one doesnt seem good qualiti previous onr own,0
store repres took time choos right size ladi check got hook best buy program membership,1
absolut love cut cabl bill half mani movi station would never dream tri,1
use nook reader sever year got custom servic need anyth kindl custom servic truli first class reader qualiti item,1
instal easili howev littl document total setup individu prefer load featur use would nice document includ purchas howev book found internet,1
good littl tablet young boy use,1
great littl devic save money stream live demand great way save money subscript,1
awesom cool futur cant wait run hous light,1
speaker give great sound kid love,1
easi use navig purchas book fast simpl love fact password protect devic,1
easi use love download free book month sinc amazon prime member light perfect way read beach,1
realli thought would use without make addit purchas music like,0
pay attent say plug includ kindl absolut lie sort thing els think lie steer clear guy rip artist,0
tablet better think youd get price decent design faster tablet price rang fan amazon fire wish android app avail major issu overal great buy,1
love kindl read ipad best buy gave good deal kindl fast friend servic kindl easi sensit eye pleasur hold would recommend anyon look eread,1
love three everyth mani learn game like play amaz,1
never answer anyth alway connect outlet hard connect devic,0
felt system mive extrem slow good stream great reader,0
purchas gift senior citizen love techi anyon young old use,1
whether need weather inform someth recip even music echo right help havent even use third abil echo impress use,1
bought product month back slow cant open app second differ other cant get normal app easili one thing say slow slow slow perform dont know replac need help best buy peoplei dont know whether got defect piec actual perform,0
got replac ipad child disappoint charg die quick charger wrap around tablet order charg week tablet low price worth hassl disappoint,0
